char,Line,movie
HAMA,I'm not sure. ,The Two Towers 
GAMLING,Wargs! ,The Two Towers 
LEGOLAS,A scout! ,The Two Towers 
SMEAGOL,"We told him to go away.And away he goes, precious. ,Gone! Gone! Gone!Smeagol is free! ",The Two Towers 
GOLLUM,Look.Look. See what Smeagol finds? ,The Two Towers 
GOLLUM,"They are young.They are tender. They are nice.Yes, they are. Eat them. Eat them!    ",The Two Towers 
SAM,"You'll make him sick, you will......behaving like that.    ,There's only one way to eata brace of coneys. ",The Two Towers 
GOLLUM,"What's it doing?Stupid, fat Hobbit.It ruins it. ",The Two Towers 
SAM,What's to ruin? There's hardly any meaton them.  ,The Two Towers 
SAM,What we need is a few good taters. ,The Two Towers 
GOLLUM,"What's taters, precious?What's taters? Eh? ",The Two Towers 
SAM,Po-ta-toes. ,The Two Towers 
SAM,"Boil them, mash themstick them in a stew.Lovely, big, golden chipswith a nice piece of fried fish.  ",The Two Towers 
SAM,Even you couldn't say no to that.  ,The Two Towers 
GOLLUM,"Oh, yes, we could.Spoil a nice fish. ,Give it to us raw...    ,...and wriggling.You keep nasty chips. ",The Two Towers 
SAM,You're hopeless. ,The Two Towers 
SAM,Mr. Frodo? ,The Two Towers 
SAM,Who are they? ,The Two Towers 
ARAGORN,You have some skill with a blade. ,The Two Towers 
EOWYN,Women of this country learned long ago:Those without swordscan still die upon them.I fear neither death nor pain. ,The Two Towers 
ARAGORN,"What do you fear, my lady? ",The Two Towers 
EOWYN,A cage.To stay behind bars until useand old age accept them.And all chance of valor has gonebeyond recall or desire. ,The Two Towers 
ARAGORN, You're a daughter of kings......a shieldmaiden of Rohan.I do not think that would be your fate.  ,The Two Towers 
GRIMA,"Theoden will not stay at Edoras.It's vulnerable. He knows this.,He will expect an attack on the city.,They will flee to Helm's Deep......the great fortress of Rohan.,It is a dangerous road to takethrough the mountains.,They will be slow.,They will have women and childrenwith them.  ",The Two Towers 
SARUMAN,Send out your Warg-riders. ,The Two Towers 
SAM,"Hey, stinker, don't go gettingtoo far ahead. ",The Two Towers 
FRODO,Why do you do that? ,The Two Towers 
SAM,What? ,The Two Towers 
FRODO,Call him names.Run him down all the time. ,The Two Towers 
SAM,"Because.Because that's what he is, Mr. Frodo.There's naught left in himbut lies and deceit.It's the Ring he wants.It's all he cares about. ",The Two Towers 
FRODO,"You have no idea what it did to him......what it's still doing to him.,I want to help him, Sam. ",The Two Towers 
SAM,Why? ,The Two Towers 
THEODEN,What is it? What do you see? ,The Two Towers 
ARAGORN,Warg! We're under attack! ,The Two Towers 
ARAGORN,Get them out of here! ,The Two Towers 
THEODEN,All riders to the head of the column. ,The Two Towers 
GIMLI,Come on. Get me up here. I'm a rider.Come on! ,The Two Towers 
THEODEN,"You must lead the peopleto Helm's Deep, and make haste. ",The Two Towers 
EOWYN,I can fight. ,The Two Towers 
THEODEN,"No!You must do this, for me. ",The Two Towers 
THEODEN,Follow me! ,The Two Towers 
GIMLI,"Forward. I mean, charge forward. ",The Two Towers 
EOWYN, Make for the lower ground! ,The Two Towers 
GIMLI, That's it! Go on! ,The Two Towers 
EOWYN,Stay together! ,The Two Towers 
GIMLI,Bring your pretty face to my axe. ,The Two Towers 
GOLLUM,Wicked Men.Servants of Sauron.They are called to Mordor.The Dark One is gathering all armiesto him.It won't be long now.He will soon be ready. ,The Two Towers 
SAM,Ready to do what?  ,The Two Towers 
GOLLUM,To make his war.The last war that will coverall the world in Shadow. ,The Two Towers 
FRODO,"We've got to get moving. Come on, Sam.  ",The Two Towers 
SAM,Mr. Frodo.Look.It's an oliphaunt.  ,The Two Towers 
SAM,No one at home will believe this. ,The Two Towers 
FRODO,Smeagol? ,The Two Towers 
FRODO,"We've lingered here too long.Come on, Sam. ",The Two Towers 
SAM,Wait! We're innocent travelers! ,The Two Towers 
FARAMIR,There are no travelers in this land.Only servants of the Dark Tower. ,The Two Towers 
FRODO,We are bound to an errand of secrecy.Those that claim to oppose the enemywould do well not to hinder us. ,The Two Towers 
FARAMIR,"The enemy? ,His sense of duty was no lessthan yours, I deem.,You wonder what his name is......where he came from.,And if he was really evil at heart.,What lies or threats led himon this long march from home.,If he would not rather have stayed there......in peace.,War will make corpses of us all.,Bind their hands.",The Two Towers 
GIMLI,"It's true, you don't seemany Dwarf women.And in fact, they are so alikein voice and appearance......that they're often mistakenfor Dwarf men. ",The Two Towers 
FRODO,Because I have to believehe can come back. ,The Two Towers 
SAM,"You can't save him, Mr. Frodo. ",The Two Towers 
FRODO,"What do you know about it?Nothing! ,I'm sorry, Sam. I don't knowwhy I said that. ",The Two Towers 
SAM,"I do. ,It's the Ring.You can't take your eyes off it.I've seen you.You're not eating. You barely sleep. ,It's taken hold of you, Mr. Frodo. You have to fight it. ",The Two Towers 
FRODO,"I know what I have to do, Sam.The Ring was entrusted to me.It's my task.Mine! My own! ",The Two Towers 
SAM,Can't you hear yourself?Don't you know who you sound like?  ,The Two Towers 
GIMLI,"That one counts as mine! ,Stinking creature. ",The Two Towers 
LEGOLAS,Aragorn! ,The Two Towers 
GIMLI,Aragorn? ,The Two Towers 
GIMLI,Tell me what happenedand I will ease your passing. ,The Two Towers 
SHARKU,He's......dead.He took a little tumble off the cliff. ,The Two Towers 
LEGOLAS,"(,You lie. ",The Two Towers 
THEODEN,Get the wounded on horses.The wolves of lsengard will return.Leave the dead. ,The Two Towers 
THEODEN,Come. ,The Two Towers 
PEOPLE,"At last! Helm's DeepThere it is, Helm's Deep.We're safe! ",The Two Towers 
LADY,"We're safe, my lady.Thank you. ",The Two Towers 
FREDA,Mama! ,The Two Towers 
MORWEN, Eothain!Freda! ,The Two Towers 
EOWYN,Where is the rest? ,The Two Towers 
SOLDIER,"This is all we could save, my lady. ",The Two Towers 
EOWYN,Take it to the caves. ,The Two Towers 
EOWYN,            ,The Two Towers 
THEODEN,"Simbelmyne. Ever has it grown on the tombs of my forebearers.,Now it shall cover the grave    of my son. Alas that these evil days should be mine. The young perish and     the old linger. That I should live......to see the last days of my house. ",The Two Towers 
GANDALF,Theodred's death was not of your making. ,The Two Towers 
THEODEN,No parent should have to bury their child. ,The Two Towers 
GANDALF,"He was strong in life. His spirit will find its way to the halls of your     fathers. Westu h'l. Fer'u, Th'odred, Fer'u. ",The Two Towers 
EOWYN,"They had no warning. They were unarmed. Now the Wild Men are moving     through the Westfold, burning as they go. Rick, cot and tree.     ",The Two Towers 
FREDA,Where is Mama? ,The Two Towers 
ARAGORN,     Pull back! Pull back!       ,The Return of the King 
SAM,"    It's gone Mr Frodo. The light's passed on, away towards the North.     Something's drawn its gaze. ",The Return of the King 
ARAGORN,    Hold your ground! Hold your ground!  ,The Return of the King 
ARAGORN,"    Sons of Gondor, of Rohan, my brothers. (They listen to him.) I see it in     your eyes, the same fear that would take the heart of me. A day may come     when the courage of men fails, when we forsake our friends and break all     bonds of fellowship, but it is not this day! An hour of wolves and shattered     shields when the age of men comes crashing down, but it is not this day!     This day we fight!  ",The Return of the King 
ARAGORN,"    By all that you hold dear on this good earth, I bid you stand! Men of the     West! ",The Return of the King 
GIMLI,     Never thought I'd die fighting side by side with an elf.  ,The Return of the King 
GANDALF,The veiling shadow that glowers in the east takes shape.Sauron will suffer no rival.From the summit of Barad-durhis Eye watches ceaselessly.But he is not so mighty yetthat he is above fear.Doubt ever gnaws at him.The rumor has reached him.The heir of Numenor still lives. ,The Two Towers 
ARAGORN,It's the beards.  ,The Two Towers 
GIMLI,"This, in turn, has given riseto the belief......that there are no Dwarf women......and that Dwarves just spring outof holes in the ground... ",The Two Towers 
GIMLI,"...which is, of course, ridiculous. ",The Two Towers 
GIMLI,It's all right. Nobody panic.That was deliberate.It was deliberate. ,The Two Towers 
THEODEN,I haven't seen my niece smilefor a long time.She was a girl when they broughther father back dead.Cut down by Orcs.She watched her mothersuccumb to grief. ,The Two Towers 
THEODEN,Then she was left aloneto tend her king in growing fear.Doomed to wait upon an old manwho should have loved her as a father. ,The Two Towers 
EOWYN,Gimli.? ,The Two Towers 
GIMLI,"No, I couldn'tI really couldn't. ",The Two Towers 
GAMLING,Make way for the king.Make way for Theoden.Make way for the king. ,The Two Towers 
EOWYN,So few. So few of you have returned. ,The Two Towers 
THEODEN,Our people are safe.We have paid for it with many lives. ,The Two Towers 
GIMLI,My lady. ,The Two Towers 
EOWYN,Lord Aragorn......where is he? ,The Two Towers 
GIMLI,He fell. ,The Two Towers 
THEODEN,Draw all our forces behind the wall.Bar the gate.And set a watch on the surround. ,The Two Towers 
GAMLING,"What of those who cannot fight, my lord?The women and children? ",The Two Towers 
THEODEN,"Get them into the caves. , Saruman's arm will have grown long indeed if he thinks he can     reach us here. ",The Two Towers 
GRIMA,Helm's Deep has one weakness.Its outer wall is solid rock......but for a small culvertat its base...... which is little more than a drain. ,The Two Towers 
GRIMA,How? How can fire undo stone? ,The Two Towers 
EOWYN,Sssh ,The Two Towers 
GANDALF,"This is but a taste of the terror that Saruman will unleash.    ,All     the more potent for he is driven now by fear of Sauron. Ride out and meet     him head on. Draw him away from your women and children.    , You must     fight. ",The Two Towers 
ARAGORN,You have 2000 good men riding north as we speak. Eomer is loyal to you.     His men will return and fight for their king. ,The Two Towers 
THEODEN, They will be 300     leagues from here by now. Eomer cannot help us. I know what it is you want     of me......but I will not bring further death to my people. I will not risk     open war. ,The Two Towers 
ARAGORN,"Open war is upon you, whether you would risk it or not. ",The Two Towers 
THEODEN,"When last I looked......Theoden, not Aragorn, was King of Rohan. ",The Two Towers 
HAMA,By order of the king......the city must empty. We make for the refuge of     Helm's Deep. ,The Two Towers 
HAMA,Do not burden yourself with treasures. Take only what provisions you     need. ,The Two Towers 
GANDALF,Helm's Deep. ,The Two Towers 
GIMLI,They flee to the mountains when they should stand and fight. Who will     defend them if not their king? ,The Two Towers 
ARAGORN,He's only doing what he thinks is best for his people. Helm's Deep has     saved them in the past. ,The Two Towers 
GANDALF,"There is no way out of that ravine. Theoden is walking into a trap. He     thinks he's leading them to safety. What they will get is a massacre.     Theoden has a strong will, but I fear for him. I fear for the survival of     Rohan. , He will need     you before the end,    Aragorn. The people of Rohan will need you. ,The defenses , to hold.  ",The Two Towers 
LEGOLAS,"    What about side by side with a friend? ,  ",The Return of the King 
GIMLI,    Aye! I could do that. ,The Return of the King 
SAM,"    Do you remember the Shire Mr Frodo? It will be Spring soon and the orchards     will be in blossom. And the birds will be nesting in the hazel thickets. (He     is crying.) And they will be sowing the summer barley in the lower fields,     (Frodo opens his eyes and looks at him.) and eating the first of the     strawberries and cream. Do you remember the taste of strawberries?  ",The Return of the King 
FRODO,"    No Sam. I can't recall the taste of food, nor the sound of water or the     touch of grass. I'm naked in the dark. There's' there's nothing, no veil     between me and the wheel of fire. ,I can see him with my waking eyes!  ",The Return of the King 
SAM,"    Then let us be rid of it once and for all! Come on Mr Frodo, I can't carry     it for you, but I can carry you! Come on!  ",The Return of the King 
EYE OF SAURON,"    Aragorn! ,     Elessar!  ",The Return of the King 
ARAGORN,    For Frodo.  ,The Return of the King 
SAM,"    Look Mr Frodo, a doorway! We're almost there!  ",The Return of the King 
GOLLUM,"    Clever Hobbits to climb so high! ,Mustn't go that way. Mustn't hurt the     precious! ",The Return of the King 
FRODO,    You swore! You swore on the precious!  ,The Return of the King 
GANDALF,"Sauron fears you, Aragorn.He fears what you may become.And so he'll strike hard and fastat the world of Men.He will use his puppet Sarumanto destroy Rohan.War is coming.Rohan must defend itselfand therein lies our first challenge......for Rohan is weak and ready to fall.    ,The king's mind is enslavedit's an old device of Saruman's.His hold over King Theodenis now very strong.Sauron and Sarumanare tightening the noose.But for all their cunning......we have one advantage. The Ring remains hidden.And that we should seek to destroy it......has not yet enteredtheir darkest dreams. And so the weapon of the enemyis moving towards Mordor......in the hands of a Hobbit.Each day brings it closerto the fires of Mount Doom. We must trust now in Frodo.Everything depends upon speed......and the secrecy of his quest. ",The Two Towers 
